句子,过渡句,交互句,其他
我就把它用矩形框来表示，就是形成,0,0,1
我的在信息世界里面形成我的概念，我们把每一个矩形框称为一个实体，啊成为一个实体，,0,0,1
然后矩形框的这个分支是椭圆，椭圆是代表什么唉，代表每一个实体的属性。,0,0,1
你比如说职工职工的属性有职工号、姓名、年龄、职称对吧？,0,1,1
好，实体之间实体之间这个菱形框代表实体之间存在的联系，,0,0,1
它反映的是现实世界里边客观存在的事物之间的联系。嘛,0,0,1
我们从现实世界里面的客观存在事物，它不是孤立的对吧？它肯定相互之间是有联系的，,0,1,0
那么我们在数据库里面要反映，不仅仅是要反映这个数据数据之间的联系也要反映，,0,0,1
因此它这个是在信息室里面称为实体实体。,0,0,1
那么这个菱形框旁边它有一些e啊 N啊这个 m啊 p啊什么意思呢？,0,0,1
是反映实体之间的联系的类型，实体之间的联系的类型，我们待会要说它有三种类型，一对一，,0,0,1
啊一对多就是啊,0,0,1
还有多对多，像mn就表示多，对多en就表示一对多。,0,0,1
还有一对一的情况，啊,0,0,1
唉这个就是概念模型，我们用一r图把它,0,0,1
画出来，表达出来，就是呈现出这个模型出来。所谓的一是英文里边实体的第一个字母，,0,0,1
r是联系的一个字，分为食品联系啊食品。,0,0,1
好，所以这样一看大家就比较清楚一点，我们的概念模型啊概念模型就是这样的啊。,0,0,1
好，大家看我屏幕上这个图，啊大家看屏幕上这个这个就很好理解，嗯,0,0,1
你看啊现实世界现实世界存在啊的客观存在的一些事物啊一些概念，,0,0,1
经过我们人脑的认识以后，,0,0,1
啊认识抽象以后，我们形成概念模型啊形成概念模型，,0,0,1
那么从现实世界到概念模型和数据库设计人员，那么概念模型我们要,0,0,1
大家看这概念模型，我们要做好以后要和用户进行交流的沟通，,0,0,1
啊因为这个用户他也比较好懂是吧？,0,0,1
就是说嗯比如说,0,0,1
嗯因为我们这个数据库做出来以后是用户去用，,0,0,1
那他去用的话你要问他我这个里边嗯你还有没有你要用到的,0,0,1
这个数据在这个里面没有表达出来的，嗯嗯那么这个数据之间的联系对不对？,0,1,0
你要做的查询能不能够查得到，如果还没有的话，你就必须要修改这个模型对吧？,0,1,0
或者还增加呀是哪里还要啊还要修改。,0,0,1
嗯那么如果确定下来以后，我们就要,0,0,1
用这个数据库的软件，dbms数据库管理系统，,0,0,1
它所支持的数据模型，我们说现在的数据库软件支持都是关系模型，那么我们就把这个概念模型转化为,0,0,1
这个数据模型数据模型、三大经理模型、就有、关系模型，转换成关系模型是吧？,0,0,1
现在都关系，,0,0,1
嗯那就是由概念模型、转换成、逻辑模型，然后呢我们再把这个逻辑模型,0,0,1
唉再来真正的去存储它，啊那么这个时候就把逻辑模型就转换成物理模型，,0,0,1
确定它的存储结构，确定它的存储方式，再把数据存真正的存取出来，,0,0,1
那么就做成了这个数据库。就是,0,0,1
两个两种两类模型之间啊是这样一种这样一种关系。,0,0,1
啊,0,0,1
我们呢既然不用我们就不管了，啊我们是看这个关系模型，关系模型,0,0,1
它的数据结构，首先我们来看一下啊,1,0,0
关系模型，数据结构它很简单很直观，它就是一个一个的二维表，,0,0,1
表与表之间不形成任何层次关系，啊它都是平行关系表与表之间，啊,0,0,1
唉而表呢可以看成行的集合，所以对表的操作是什么？呢就是集合预算。,0,0,1
关系模型是谁提出来？我说这个图灵鸟或者等级这个靠他在上世纪70年代,0,0,1
提出了这个关系模型和关系数据库的相关的一些啊大家看,0,0,1
啊我刚刚说了关系模型里边它的数据就是一个有二维表，那这个屏幕上这就是二维表。,0,0,1
啊,0,0,1
什么叫二维表？呢就是说它有二维的信息，有横向信息，有纵向信息，,0,0,1
这个有没有格子是无所谓的，但是它有二维的信息，这个我们称为二维表，比如说我们学生表，,0,0,2
学生表他的略反映出这个学生的属性，他的行是每一位学生的凭具体的值，,0,0,1
二维信息对吧？这个叫做二维表，在关系模型里边，它的数据的结构,0,1,0
就很直直观，就是二维表，啊就是数据的呈现性，,0,0,1
一个一个来买学这个呃有学生表，有课程表，有教师表，啊有选课表，都是二维表。,0,0,1
那么这个二维表对数据的操作，大家看二维表是不是你看这是不是可以看成学生表，看成学生的集合？吧,0,0,1
是不是啊,0,0,1
唉你对它进行操作，就是实际上是在我们后面第二章上关系的操作就是机会。,0,0,1
你你如果你把它呃用这个你的呃现在数据结构的,0,0,1
一个线性表，你来对应过去，这个都看成什么的一个信息？,0,0,1
啊每一行我们看成一个元素的话，它是不是每一行的一个信息表，是吧？,0,0,1
这个信息,0,0,1
好在关系模型里边它又出现一组，这个术语这个是非常重要的，因为我们学就是学的关系，,0,0,1
设计我们设计也好，建筑也好都是关系，所以它的相关的一些术语，,0,0,1
刚才我们是概念模型所以，这个是数据模型，,0,0,1
关系模型，数据模型里面的三大经典模型关系，相相关的数，啊首先看什么叫做关系，,1,0,0
我们以后一个二维表就称为一个关系，所以我们要用,0,0,1
符号来表示，就用r来表示r1、r2、r3，同学们都是这样啊关系，就是一张二维表，,0,0,1
关系二维表里面的每一行，我们用术语来说，专业术语来说称为每一行称为什么？,0,1,0
原主啊美好在原主梅被称为什么？,0,1,0
属性。,0,0,1
好，如果这里也出现了k表里边,0,0,1
某个属性或者是某几个属性的组合，能够唯一的标识一行，,0,0,1
唯一的标识银行这一行对应到信息世界里面就是一个实体，吧比如说学生表一行是一个学生嘛学生就是一个学生实体，嘛,0,0,1
对吧？能够唯一标识一个学生的属性或者属性组合，我们就称为什么？或者是县，,0,2,0
也称为祖玛祖建祖玛。祖建。,0,0,1
好，下面一个术语玉，玉是什么呢？,1,0,0
就是某一个属性的取值范围,0,0,1
怀孕。你比如说学生的性别性别的玉是什么？嗯嗯那就是我可以用这样一个结构来表示，,0,0,1
性别的玉就是对吧？唉这性别的玉，年龄学生的年龄怕什么玉，你要是,0,1,0
呃大一点说就是整数率是吧？或者说你范围小一点是15~55，大概都可以包括进来是吧？,0,0,1
一个这样一个域，啊好什么叫分量？什么叫分量分量？就是,0,0,1
某一行表里面一行原组中对应到各个属性的那个值是吧？叫做分量。,0,0,1
因为我们书上书上的这个表25页，,0,0,1
25页的图，1:14学生登记表，,0,0,1
这个黄大鹏姓名为黄大鹏，这是不是一个分量？是的吧？唉年龄20是一个分量是吧？,0,0,1
他的啊这个这行的所对应的属性值都是分类好。,0,0,1
下面一个属于,1,0,0
下面这个术语很重要，关系模式，什么叫关系模式？,1,0,0
我们先看这个定义，啊什么叫关系模式？呢就是说它的定义在这上，就是说,0,0,1
关起、门，然后圆括号，后面跟上圆括号，,0,0,1
原告里面把这个关系里面所有的属性用户号离开，,0,0,1
这个叫做一个关系的关系模式，它有点像我们,0,0,1
在信息时间讲，数据的时候有个实体系对不对？,0,1,0
唉这个实体对应到这个关系模型就是一个二维表嘛是吧？有关系。,0,0,1
那么关系的形就是这个表的表头，我们称为什么？关系模式？就是这个这个 R表的,0,1,0
表明是什么？关系名，它包含哪些属性？是吧？都好分得开。,0,0,1
唉有同学可能会问陈老师，这个不是很简单吗？嗯,0,0,1
看起来简单，但是我们真正实际应用所还有一些，同学,0,0,1
太清晰，啊对一个学生这个关系，他的关系模式就是学生是关系名，,0,0,1
然后原括号写上它所有的属性，这个下划线是表示学号是主码，啊,0,0,1
学号是竹，马用象画线标明出来，这个为什么？重要？,0,1,0
呢因为我们,0,0,1
进去数据库设计的时候，啊我们在数据库设计中，我们设计这个数据库里面应该有多少个关系，对不对？,0,1,0
这个没关系，没应该有哪些属性，而且我们还要看没关系，,0,0,1
这几个属性放在这关系是不是规范化的，我们后面都要学到的，啊,0,0,1
就是你建的这个数据库是不是质量高的这个数据库，,0,0,1
那么将来对他进行操作的时候，要尽量少的出现一些异常的现象，唉那我们就要进行设计,0,0,1
啊进行设计。,0,0,1
你设计的时候，我不会把这个表里面数据都带上去设计，吧,0,0,1
我其实设计的时候只是戴上它的一个形来设计，懂我的意思？,0,0,1
就是我们在设计上我是用关系模式来进行设计，我这个关系里面应该有哪些表,0,0,1
表明是吧？表里面应该有哪些属性，我是用关系模式来做，,0,0,1
至于他下面取什么值，我设计的时候是不管他，,1,0,0
而是设计好了以后，我建库后把这些数据再输进去，输进去了以后它是不是就形成二维表了？吧,0,0,1
唉是这样的意思。,0,0,1
所以我们设计的时候，我们都是拿它的框架啊设计框架，,0,0,1
就是用关系的模式来进行设计，所以它重要，啊所以它重要。,0,0,2
好，下面我们再来看，这是我们书上的一个表，啊这个表在我们生活当中经常出现，就是这个表里面,1,0,0
他要圈套一个表，或者说要把它分成啊几个几个子的部分，啊一个说像这个是这,0,0,1
同时这里它分为基本工资、岗位津贴、业绩津贴，但是这个表,0,0,1
在我们数据库里面是不允许出现规范的。,0,0,1
二不能说是我们数据库里面的二维码，,0,0,1
那么我们数据库里面二维表有一个基本的规范条件，基本规范要求，,0,0,1
我们后面学到范式的时候，它是第一范式啊基本要求,0,0,1
是什么？呢就是我们这里说的啊看我们书上说的什么，他说关系了每一个分量，,0,0,1
必须是一个不可分的数据线。,0,0,1
我把它说通俗一点，,0,0,1
它的这个基本要求是什么？就是个二维表里面呢行列的焦点，不管你是哪一行哪一点，,0,0,1
行列的焦点应该是不可再分的，啊我们称为原子。,0,0,1
因为过去认为这个物质分分分到原子就不能再分了，但实际上现在可以还往下分，对吧？唉就是,0,1,1
关系里面的行和列的焦点，不管是哪一行哪一列焦点是不可再分的，,0,0,1
那么显然我们这里的这个这个表符不符合这个要求？,0,0,1
